ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERDATE
10333,39,100.0,11/18/2004 0:00
10348,39,50.31,11/1/2004 0:00
10358,41,100.0,12/10/2004 0:00
10369,40,86.92,1/20/2005 0:00
10382,33,100.0,2/17/2005 0:00
10423,28,78.89,5/30/2005 0:00
10106,26,63.76,2/17/2003 0:00
10120,29,85.49,4/29/2003 0:00
10133,46,77.52,6/27/2003 0:00
10145,33,84.77,8/25/2003 0:00
10168,48,78.25,10/28/2003 0:00
10210,40,71.0,1/12/2004 0:00
10223,23,74.62,2/20/2004 0:00
10235,40,81.14,4/2/2004 0:00
10250,37,74.62,5/11/2004 0:00
10263,24,75.35,6/28/2004 0:00
10275,27,62.31,7/23/2004 0:00
10284,21,71.0,8/21/2004 0:00
10297,23,72.45,9/16/2004 0:00
10308,44,83.32,10/15/2004 0:00
10317,35,83.32,11/2/2004 0:00
10328,43,60.86,11/12/2004 0:00
10340,40,84.77,11/24/2004 0:00
10353,35,89.9,12/4/2004 0:00
10361,25,62.46,12/17/2004 0:00
10375,43,100.0,2/3/2005 0:00
10386,50,63.34,3/1/2005 0:00
10398,45,78.25,3/30/2005 0:00
10401,52,81.14,4/3/2005 0:00
10416,48,74.62,5/10/2005 0:00
10108,31,68.71,3/3/2003 0:00
10122,29,71.14,5/8/2003 0:00
10135,23,87.31,7/2/2003 0:00
10147,31,64.67,9/5/2003 0:00
10159,23,67.1,10/10/2003 0:00
10169,24,94.58,11/4/2003 0:00
10180,28,71.14,11/11/2003 0:00
10191,44,66.29,11/20/2003 0:00
10211,22,92.16,1/15/2004 0:00
10225,46,70.33,2/22/2004 0:00
10238,22,93.77,4/9/2004 0:00
10252,38,87.31,5/26/2004 0:00
10264,47,83.27,6/30/2004 0:00
10276,48,75.18,8/2/2004 0:00
10287,40,88.12,8/30/2004 0:00
10299,32,80.84,9/30/2004 0:00
10310,49,97.01,10/16/2004 0:00
10319,43,85.69,11/3/2004 0:00
10331,41,100.0,11/17/2004 0:00
10343,30,100.0,11/24/2004 0:00
10355,28,95.39,12/7/2004 0:00
10363,43,100.0,1/6/2005 0:00
10378,41,100.0,2/10/2005 0:00
10390,30,82.42,3/4/2005 0:00
10103,31,100.0,1/29/2003 0:00
10114,32,100.0,4/1/2003 0:00
10126,43,96.31,5/28/2003 0:00
10140,26,100.0,7/24/2003 0:00
10151,27,100.0,9/21/2003 0:00
10164,24,100.0,10/21/2003 0:00
10175,22,100.0,11/6/2003 0:00
10184,46,100.0,11/14/2003 0:00
10194,37,97.27,11/25/2003 0:00
10207,49,80.9,12/9/2003 0:00
10217,21,100.0,2/4/2004 0:00
10229,25,100.0,3/11/2004 0:00
10245,37,100.0,5/4/2004 0:00
10259,45,86.68,6/15/2004 0:00
10270,32,85.72,7/19/2004 0:00
10281,29,82.83,8/19/2004 0:00
10291,26,83.79,9/8/2004 0:00
10305,28,100.0,10/13/2004 0:00
10313,27,87.64,10/22/2004 0:00
10324,20,98.18,11/5/2004 0:00
10335,44,100.0,11/19/2004 0:00
10348,42,100.0,11/1/2004 0:00
10358,41,100.0,12/10/2004 0:00
10371,26,100.0,1/23/2005 0:00
10382,26,100.0,2/17/2005 0:00
10411,26,100.0,5/1/2005 0:00
10425,41,86.68,5/31/2005 0:00
10107,20,92.9,2/24/2003 0:00
10120,22,100.0,4/29/2003 0:00
10133,23,100.0,6/27/2003 0:00
10145,33,93.9,8/25/2003 0:00
10168,28,100.0,10/28/2003 0:00
10188,44,98.89,11/18/2003 0:00
10210,46,79.91,1/12/2004 0:00
10223,21,100.0,2/20/2004 0:00
10235,41,100.0,4/2/2004 0:00
10250,31,100.0,5/11/2004 0:00
10263,31,79.91,6/28/2004 0:00
10275,23,81.91,7/23/2004 0:00
10285,37,98.89,8/27/2004 0:00
10297,26,100.0,9/16/2004 0:00
10308,24,79.91,10/15/2004 0:00
10318,47,100.0,11/2/2004 0:00
10329,45,63.91,11/15/2004 0:00
10340,55,100.0,11/24/2004 0:00
10353,46,81.17,12/4/2004 0:00
10363,50,100.0,1/6/2005 0:00
10375,37,100.0,2/3/2005 0:00
10387,44,94.9,3/2/2005 0:00
10401,49,100.0,4/3/2005 0:00
10416,45,100.0,5/10/2005 0:00
10108,27,43.45,3/3/2003 0:00
10122,31,44.66,5/8/2003 0:00
10135,33,40.23,7/2/2003 0:00
10145,31,35.8,8/25/2003 0:00
10159,35,35.4,10/10/2003 0:00
10169,26,39.83,11/4/2003 0:00
10180,34,45.46,11/11/2003 0:00
10190,46,32.99,11/19/2003 0:00
10211,41,42.24,1/15/2004 0:00
10224,43,39.43,2/21/2004 0:00
10237,26,40.23,4/5/2004 0:00
10252,36,48.28,5/26/2004 0:00
10264,20,32.59,6/30/2004 0:00
10276,27,36.61,8/2/2004 0:00
10285,37,41.03,8/27/2004 0:00
10299,24,42.24,9/30/2004 0:00
10310,36,43.05,10/16/2004 0:00
10319,29,38.22,11/3/2004 0:00
10331,28,100.0,11/17/2004 0:00
10343,29,100.0,11/24/2004 0:00
10355,38,39.83,12/7/2004 0:00
10364,48,48.28,1/6/2005 0:00
10378,40,82.46,2/10/2005 0:00
10390,41,44.56,3/4/2005 0:00
10403,30,40.23,4/8/2005 0:00
10104,35,47.62,1/31/2003 0:00
10114,28,55.73,4/1/2003 0:00
10127,45,51.95,6/3/2003 0:00
10141,24,45.99,8/1/2003 0:00
10151,41,63.85,9/21/2003 0:00
10165,48,45.99,10/22/2003 0:00
10175,50,63.31,11/6/2003 0:00
10184,33,62.77,11/14/2003 0:00
10195,32,43.29,11/25/2003 0:00
10207,27,60.06,12/9/2003 0:00
10219,35,55.19,2/10/2004 0:00
10229,23,54.11,3/11/2004 0:00
10246,35,48.7,5/5/2004 0:00
10259,40,43.83,6/15/2004 0:00
10271,35,47.62,7/20/2004 0:00
10281,31,55.19,8/19/2004 0:00
10292,50,46.53,9/8/2004 0:00
10305,40,57.9,10/13/2004 0:00
10313,38,45.45,10/22/2004 0:00
10325,38,100.0,11/5/2004 0:00
10335,40,60.6,11/19/2004 0:00
10349,33,46.53,12/1/2004 0:00
10359,36,100.0,12/15/2004 0:00
10371,20,66.47,1/23/2005 0:00
10383,32,53.18,2/22/2005 0:00
10394,36,62.77,3/15/2005 0:00
10412,19,48.7,5/3/2005 0:00
10425,11,43.83,5/31/2005 0:00
10104,49,65.87,1/31/2003 0:00
10116,27,63.38,4/11/2003 0:00
10127,29,70.84,6/3/2003 0:00
10142,42,74.57,8/8/2003 0:00
10152,33,50.95,9/25/2003 0:00
10165,44,53.44,10/22/2003 0:00
10176,22,64.0,11/6/2003 0:00
10184,48,50.95,11/14/2003 0:00
10195,33,54.68,11/25/2003 0:00
10207,45,56.55,12/9/2003 0:00
10220,20,52.82,2/12/2004 0:00
10230,46,60.9,3/15/2004 0:00
10247,40,49.71,5/5/2004 0:00
10272,45,64.63,7/20/2004 0:00
10282,36,59.65,8/20/2004 0:00
10292,31,67.73,9/8/2004 0:00
10306,46,50.33,10/14/2004 0:00
10314,35,66.49,10/22/2004 0:00
10325,28,100.0,11/5/2004 0:00
10336,31,84.71,11/20/2004 0:00
10350,27,100.0,12/2/2004 0:00
10359,22,100.0,12/15/2004 0:00
10371,30,99.55,1/23/2005 0:00
10383,44,36.07,2/22/2005 0:00
10394,30,60.28,3/15/2005 0:00
10413,24,49.71,5/5/2005 0:00
10103,45,75.63,1/29/2003 0:00
10113,23,68.52,3/26/2003 0:00
10126,26,62.7,5/28/2003 0:00
10140,28,60.76,7/24/2003 0:00
10150,49,58.18,9/19/2003 0:00
10164,49,54.94,10/21/2003 0:00
10175,29,74.98,11/6/2003 0:00
10183,49,64.64,11/13/2003 0:00
10194,39,54.94,11/25/2003 0:00
10206,36,58.82,12/5/2003 0:00
10217,39,62.05,2/4/2004 0:00
10229,30,73.04,3/11/2004 0:00
10245,44,69.16,5/4/2004 0:00
10258,20,61.41,6/15/2004 0:00
10270,21,63.35,7/19/2004 0:00
10281,36,77.57,8/19/2004 0:00
10291,32,71.75,9/8/2004 0:00
10304,36,73.04,10/11/2004 0:00
10313,34,56.24,10/22/2004 0:00
10324,48,100.0,11/5/2004 0:00
10333,33,73.69,11/18/2004 0:00
10348,31,100.0,11/1/2004 0:00
10358,36,100.0,12/10/2004 0:00
10370,25,100.0,1/20/2005 0:00
10382,48,100.0,2/17/2005 0:00
10411,27,69.16,5/1/2005 0:00
10424,44,61.41,5/31/2005 0:00
10106,33,72.92,2/17/2003 0:00
10120,29,72.23,4/29/2003 0:00
10133,49,57.1,6/27/2003 0:00
10144,20,81.86,8/13/2003 0:00
10168,31,73.61,10/28/2003 0:00
10210,39,59.16,1/12/2004 0:00
10223,20,66.04,2/20/2004 0:00
10235,34,77.73,4/2/2004 0:00
10250,50,61.22,5/11/2004 0:00
10262,40,79.11,6/24/2004 0:00
10275,28,63.97,7/23/2004 0:00
10284,50,81.86,8/21/2004 0:00
10297,28,79.8,9/16/2004 0:00
10308,46,66.04,10/15/2004 0:00
10316,24,59.16,11/1/2004 0:00
10328,24,81.17,11/12/2004 0:00
10340,39,59.16,11/24/2004 0:00
10353,40,44.51,12/4/2004 0:00
10361,49,72.33,12/17/2004 0:00
10375,44,82.26,2/3/2005 0:00
10388,35,100.0,3/3/2005 0:00
10398,22,67.41,3/30/2005 0:00
10401,62,77.73,4/3/2005 0:00
10416,26,61.22,5/10/2005 0:00
10108,31,100.0,3/3/2003 0:00
10121,25,86.74,5/7/2003 0:00
10135,30,89.8,7/2/2003 0:00
10145,27,100.0,8/25/2003 0:00
10159,23,100.0,10/10/2003 0:00
10169,34,100.0,11/4/2003 0:00
10180,22,100.0,11/11/2003 0:00
10190,42,85.72,11/19/2003 0:00
10211,37,100.0,1/15/2004 0:00
10224,30,100.0,2/21/2004 0:00
10237,27,100.0,4/5/2004 0:00
10252,25,100.0,5/26/2004 0:00
10264,34,97.97,6/30/2004 0:00
10276,38,100.0,8/2/2004 0:00
10285,26,100.0,8/27/2004 0:00
10299,38,100.0,9/30/2004 0:00
10309,50,84.7,10/15/2004 0:00
10319,22,100.0,11/3/2004 0:00
10331,32,100.0,11/17/2004 0:00
10341,31,71.02,11/24/2004 0:00
10355,40,100.0,12/7/2004 0:00
10365,22,100.0,1/7/2005 0:00
10375,41,100.0,2/3/2005 0:00
10390,45,48.98,3/4/2005 0:00
10403,45,100.0,4/8/2005 0:00
10106,39,40.15,2/17/2003 0:00
10120,49,50.62,4/29/2003 0:00
10133,27,50.19,6/27/2003 0:00
10143,34,36.66,8/10/2003 0:00
10156,20,41.02,10/8/2003 0:00
10168,48,51.93,10/28/2003 0:00
10199,29,38.4,12/1/2003 0:00
10210,43,41.02,1/12/2004 0:00
10223,41,46.26,2/20/2004 0:00
10235,41,35.35,4/2/2004 0:00
10250,36,51.93,5/11/2004 0:00
10262,49,37.97,6/24/2004 0:00
10275,38,45.39,7/23/2004 0:00
10284,33,51.93,8/21/2004 0:00
10296,26,48.44,9/15/2004 0:00
10308,47,43.64,10/15/2004 0:00
10316,34,47.57,11/1/2004 0:00
10328,34,51.93,11/12/2004 0:00
10340,40,50.62,11/24/2004 0:00
10353,40,82.21,12/4/2004 0:00
10361,33,82.59,12/17/2004 0:00
10375,49,65.8,2/3/2005 0:00
10388,27,100.0,3/3/2005 0:00
10398,49,36.66,3/30/2005 0:00
10401,56,35.35,4/3/2005 0:00
10416,37,51.93,5/10/2005 0:00
10104,33,100.0,1/31/2003 0:00
10115,27,100.0,4/4/2003 0:00
10127,46,100.0,6/3/2003 0:00
10141,44,100.0,8/1/2003 0:00
10151,26,100.0,9/21/2003 0:00
10165,48,94.92,10/22/2003 0:00
10176,23,100.0,11/6/2003 0:00
10184,45,100.0,11/14/2003 0:00
10195,49,100.0,11/25/2003 0:00
10207,28,94.92,12/9/2003 0:00
10220,37,100.0,2/12/2004 0:00
10230,34,100.0,3/15/2004 0:00
10246,22,100.0,5/5/2004 0:00
10259,29,100.0,6/15/2004 0:00
10271,34,98.39,7/20/2004 0:00
10282,38,100.0,8/20/2004 0:00
10292,41,100.0,9/8/2004 0:00
10305,42,100.0,10/13/2004 0:00
10314,28,100.0,10/22/2004 0:00
10325,38,100.0,11/5/2004 0:00
10336,23,100.0,11/20/2004 0:00
10350,31,71.4,12/2/2004 0:00
10359,46,100.0,12/15/2004 0:00
10371,48,56.55,1/23/2005 0:00
10383,29,100.0,2/22/2005 0:00
10395,46,100.0,3/17/2005 0:00
10412,26,100.0,5/3/2005 0:00
10425,18,100.0,5/31/2005 0:00
10104,32,53.31,1/31/2003 0:00
10117,21,49.21,4/16/2003 0:00
10127,46,69.12,6/3/2003 0:00
10142,42,49.79,8/8/2003 0:00
10153,31,57.41,9/28/2003 0:00
10165,38,66.78,10/22/2003 0:00
10176,38,64.44,11/6/2003 0:00
10185,20,48.62,11/14/2003 0:00
10196,46,62.09,11/26/2003 0:00
10208,30,65.61,1/2/2004 0:00
10220,30,68.54,2/12/2004 0:00
10230,43,52.14,3/15/2004 0:00
10247,49,63.85,5/5/2004 0:00
10272,43,56.82,7/20/2004 0:00
10282,37,66.78,8/20/2004 0:00
10292,35,55.07,9/8/2004 0:00
10306,34,60.34,10/14/2004 0:00
10314,38,61.51,10/22/2004 0:00
10325,44,100.0,11/5/2004 0:00
10337,21,100.0,11/21/2004 0:00
10350,44,100.0,12/2/2004 0:00
10359,25,64.93,12/15/2004 0:00
10372,24,58.58,1/26/2005 0:00
10383,38,60.06,2/22/2005 0:00
10395,45,100.0,3/17/2005 0:00
10413,51,63.85,5/5/2005 0:00
10108,34,82.99,3/3/2003 0:00
10121,44,74.85,5/7/2003 0:00
10135,44,96.0,7/2/2003 0:00
10145,38,81.36,8/25/2003 0:00
10159,31,71.6,10/10/2003 0:00
10169,48,80.55,11/4/2003 0:00
10180,21,93.56,11/11/2003 0:00
10190,40,66.72,11/19/2003 0:00
10211,40,80.55,1/15/2004 0:00
10224,50,77.29,2/21/2004 0:00
10237,20,68.34,4/5/2004 0:00
10252,48,72.41,5/26/2004 0:00
10264,47,89.5,6/30/2004 0:00
10276,21,70.78,8/2/2004 0:00
10285,39,78.92,8/27/2004 0:00
10299,44,80.55,9/30/2004 0:00
10309,28,88.68,10/15/2004 0:00
10319,45,77.29,11/3/2004 0:00
10331,20,100.0,11/17/2004 0:00
10341,38,100.0,11/24/2004 0:00
10356,26,100.0,12/9/2004 0:00
10365,44,100.0,1/7/2005 0:00
10375,49,100.0,2/3/2005 0:00
10390,22,100.0,3/4/2005 0:00
10403,31,68.34,4/8/2005 0:00
10105,41,70.67,2/11/2003 0:00
10119,25,76.67,4/28/2003 0:00
10129,31,60.0,6/12/2003 0:00
10142,41,64.0,8/8/2003 0:00
10153,43,64.67,9/28/2003 0:00
10167,43,75.34,10/23/2003 0:00
10177,24,76.0,11/7/2003 0:00
10185,21,54.0,11/14/2003 0:00
10197,23,64.67,11/26/2003 0:00
10208,38,74.67,1/2/2004 0:00
10222,31,62.67,2/19/2004 0:00
10233,36,70.67,3/29/2004 0:00
10248,36,71.34,5/7/2004 0:00
10261,34,62.0,6/17/2004 0:00
10273,21,65.34,7/21/2004 0:00
10283,45,78.67,8/20/2004 0:00
10295,26,75.34,9/10/2004 0:00
10306,50,54.0,10/14/2004 0:00
10315,41,62.0,10/29/2004 0:00
10326,39,60.0,11/9/2004 0:00
10339,22,100.0,11/23/2004 0:00
10350,46,76.67,12/2/2004 0:00
10373,44,100.0,1/31/2005 0:00
10385,25,77.34,2/28/2005 0:00
10396,39,66.67,3/23/2005 0:00
10414,37,71.34,5/6/2005 0:00
10106,31,100.0,2/17/2003 0:00
10120,47,82.21,4/29/2003 0:00
10133,24,77.64,6/27/2003 0:00
10143,36,100.0,8/10/2003 0:00
10156,48,100.0,10/8/2003 0:00
10168,28,98.65,10/28/2003 0:00
10199,48,83.12,12/1/2003 0:00
10210,21,78.55,1/12/2004 0:00
10223,25,100.0,2/20/2004 0:00
10235,25,100.0,4/2/2004 0:00
10250,31,91.34,5/11/2004 0:00
10262,40,84.03,6/24/2004 0:00
10275,32,89.51,7/23/2004 0:00
10284,24,83.12,8/21/2004 0:00
10296,42,100.0,9/15/2004 0:00
10308,21,100.0,10/15/2004 0:00
10316,34,82.21,11/1/2004 0:00
10328,27,100.0,11/12/2004 0:00
10340,30,88.6,11/24/2004 0:00
10353,39,100.0,12/4/2004 0:00
10361,20,60.54,12/17/2004 0:00
10375,37,81.87,2/3/2005 0:00
10388,46,100.0,3/3/2005 0:00
10398,47,87.69,3/30/2005 0:00
10401,11,100.0,4/3/2005 0:00
10416,23,91.34,5/10/2005 0:00
10105,29,70.15,2/11/2003 0:00
10117,38,79.68,4/16/2003 0:00
10128,32,97.0,6/6/2003 0:00
10142,43,84.01,8/8/2003 0:00
10153,31,87.48,9/28/2003 0:00
10166,29,100.0,10/21/2003 0:00
10177,31,88.34,11/7/2003 0:00
10185,30,94.4,11/14/2003 0:00
10196,50,94.4,11/26/2003 0:00
10208,40,80.55,1/2/2004 0:00
10221,23,97.0,2/18/2004 0:00
10232,26,88.34,3/20/2004 0:00
10248,40,100.0,5/7/2004 0:00
10273,21,100.0,7/21/2004 0:00
10282,43,86.61,8/20/2004 0:00
10293,29,71.89,9/9/2004 0:00
10306,38,91.81,10/14/2004 0:00
10314,23,76.22,10/22/2004 0:00
10327,20,100.0,11/10/2004 0:00
10337,36,70.3,11/21/2004 0:00
10350,28,100.0,12/2/2004 0:00
10372,44,100.0,1/26/2005 0:00
10384,49,100.0,2/23/2005 0:00
10397,32,80.55,3/28/2005 0:00
10414,34,100.0,5/6/2005 0:00
10106,30,100.0,2/17/2003 0:00
10119,29,94.14,4/28/2003 0:00
10131,22,85.99,6/16/2003 0:00
10143,26,100.0,8/10/2003 0:00
10155,32,91.43,10/6/2003 0:00
10167,29,100.0,10/23/2003 0:00
10178,34,96.86,11/8/2003 0:00
10186,24,99.57,11/14/2003 0:00
10197,24,90.52,11/26/2003 0:00
10209,33,88.71,1/9/2004 0:00
10222,26,100.0,2/19/2004 0:00
10249,40,95.95,5/8/2004 0:00
10262,44,94.14,6/24/2004 0:00
10274,24,90.52,7/21/2004 0:00
10283,20,94.14,8/20/2004 0:00
10296,34,100.0,9/15/2004 0:00
10307,34,97.76,10/14/2004 0:00
10316,45,93.24,11/1/2004 0:00
10328,41,100.0,11/12/2004 0:00
10339,55,71.25,11/23/2004 0:00
10352,23,100.0,12/3/2004 0:00
10361,24,45.39,12/17/2004 0:00
10373,32,84.41,1/31/2005 0:00
10386,29,85.76,3/1/2005 0:00
10398,36,100.0,3/30/2005 0:00
10400,46,87.8,4/1/2005 0:00
10415,32,95.95,5/9/2005 0:00
10106,34,100.0,2/17/2003 0:00
10120,24,100.0,4/29/2003 0:00
10131,40,100.0,6/16/2003 0:00
10143,26,82.77,8/10/2003 0:00
10155,20,100.0,10/6/2003 0:00
10168,31,100.0,10/28/2003 0:00
10178,22,87.75,11/8/2003 0:00
10198,42,100.0,11/27/2003 0:00
10210,26,99.72,1/12/2004 0:00
10222,37,87.75,2/19/2004 0:00
10235,38,88.75,4/2/2004 0:00
10250,35,100.0,5/11/2004 0:00
10262,33,90.75,6/24/2004 0:00
10275,39,100.0,7/23/2004 0:00
10284,45,100.0,8/21/2004 0:00
10296,24,100.0,9/15/2004 0:00
10308,35,88.75,10/15/2004 0:00
10316,23,100.0,11/1/2004 0:00
10328,37,100.0,11/12/2004 0:00
10340,55,87.75,11/24/2004 0:00
10352,49,100.0,12/3/2004 0:00
10361,26,100.0,12/17/2004 0:00
10375,33,100.0,2/3/2005 0:00
10386,37,83.84,3/1/2005 0:00
10398,22,86.76,3/30/2005 0:00
10401,85,88.75,4/3/2005 0:00
10416,22,100.0,5/10/2005 0:00
10105,31,65.77,2/11/2003 0:00
10119,38,65.77,4/28/2003 0:00
10129,45,85.29,6/12/2003 0:00
10143,31,85.29,8/10/2003 0:00
10154,36,64.33,10/2/2003 0:00
10167,46,70.11,10/23/2003 0:00
10177,32,76.62,11/7/2003 0:00
10185,39,57.82,11/14/2003 0:00
10197,50,78.79,11/26/2003 0:00
10208,46,74.45,1/2/2004 0:00
10222,36,80.95,2/19/2004 0:00
10233,29,82.4,3/29/2004 0:00
10248,32,75.89,5/7/2004 0:00
10261,44,68.67,6/17/2004 0:00
10273,42,62.16,7/21/2004 0:00
10283,47,65.77,8/20/2004 0:00
10295,44,58.55,9/10/2004 0:00
10306,43,75.17,10/14/2004 0:00
10316,48,74.45,11/1/2004 0:00
10327,21,96.31,11/10/2004 0:00
10339,50,74.35,11/23/2004 0:00
10350,29,75.35,12/2/2004 0:00
10373,41,70.33,1/31/2005 0:00
10386,37,100.0,3/1/2005 0:00
10397,22,66.5,3/28/2005 0:00
10414,31,75.89,5/6/2005 0:00
10103,42,100.0,1/29/2003 0:00
10114,42,100.0,4/1/2003 0:00
10126,45,100.0,5/28/2003 0:00
10140,36,100.0,7/24/2003 0:00
10150,20,100.0,9/19/2003 0:00
10164,39,81.93,10/21/2003 0:00
10175,42,85.98,11/6/2003 0:00
10183,23,86.99,11/13/2003 0:00
10194,26,89.01,11/25/2003 0:00
10206,33,100.0,12/5/2003 0:00
10217,31,88.0,2/4/2004 0:00
10229,50,100.0,3/11/2004 0:00
10245,44,100.0,5/4/2004 0:00
10258,45,80.92,6/15/2004 0:00
10270,46,88.0,7/19/2004 0:00
10281,27,85.98,8/19/2004 0:00
10291,28,100.0,9/8/2004 0:00
10304,40,100.0,10/11/2004 0:00
10313,30,99.13,10/22/2004 0:00
10324,34,100.0,11/5/2004 0:00
10336,46,100.0,11/20/2004 0:00
10348,32,82.83,11/1/2004 0:00
10358,27,100.0,12/10/2004 0:00
10371,34,100.0,1/23/2005 0:00
10382,34,54.84,2/17/2005 0:00
10411,34,100.0,5/1/2005 0:00
10424,46,80.92,5/31/2005 0:00
10106,32,100.0,2/17/2003 0:00
10120,24,100.0,4/29/2003 0:00
10133,27,99.67,6/27/2003 0:00
10145,20,100.0,8/25/2003 0:00
10168,36,100.0,10/28/2003 0:00
10188,29,100.0,11/18/2003 0:00
10210,25,100.0,1/12/2004 0:00
10223,29,100.0,2/20/2004 0:00
10235,25,96.11,4/2/2004 0:00
10250,44,100.0,5/11/2004 0:00
10263,47,100.0,6/28/2004 0:00
10275,48,100.0,7/23/2004 0:00
10285,45,100.0,8/27/2004 0:00
10297,35,100.0,9/16/2004 0:00
10308,31,100.0,10/15/2004 0:00
10318,50,100.0,11/2/2004 0:00
10328,33,100.0,11/12/2004 0:00
10340,29,100.0,11/24/2004 0:00
10353,48,68.8,12/4/2004 0:00
10361,44,72.42,12/17/2004 0:00
10375,25,66.73,2/3/2005 0:00
10388,50,100.0,3/3/2005 0:00
10398,23,100.0,3/30/2005 0:00
10401,21,96.11,4/3/2005 0:00
10416,41,100.0,5/10/2005 0:00
10106,44,74.4,2/17/2003 0:00
10120,43,76.0,4/29/2003 0:00
10143,28,96.0,8/10/2003 0:00
10155,43,86.4,10/6/2003 0:00
10168,48,96.0,10/28/2003 0:00
10199,38,82.4,12/1/2003 0:00
10210,31,86.4,1/12/2004 0:00
10223,26,67.2,2/20/2004 0:00
10235,32,92.0,4/2/2004 0:00
10250,44,67.2,5/11/2004 0:00
10262,27,76.0,6/24/2004 0:00
10275,43,73.6,7/23/2004 0:00
10284,25,69.6,8/21/2004 0:00
10296,22,80.8,9/15/2004 0:00
10308,21,87.2,10/15/2004 0:00
10316,48,75.2,11/1/2004 0:00
10328,33,64.0,11/12/2004 0:00
10341,34,100.0,11/24/2004 0:00
10353,43,81.95,12/4/2004 0:00
10361,44,100.0,12/17/2004 0:00
10375,44,100.0,2/3/2005 0:00
10386,32,94.34,3/1/2005 0:00
10398,29,65.6,3/30/2005 0:00
10401,77,92.0,4/3/2005 0:00
10416,39,67.2,5/10/2005 0:00
10105,39,81.14,2/11/2003 0:00
10118,36,100.0,4/21/2003 0:00
10129,42,91.15,6/12/2003 0:00
10142,21,100.0,8/8/2003 0:00
10153,50,88.15,9/28/2003 0:00
10167,24,100.0,10/23/2003 0:00
10177,44,92.16,11/7/2003 0:00
10185,37,100.0,11/14/2003 0:00
10197,27,92.16,11/26/2003 0:00
10208,37,100.0,1/2/2004 0:00
10222,38,100.0,2/19/2004 0:00
10232,48,96.16,3/20/2004 0:00
10248,30,100.0,5/7/2004 0:00
10261,25,88.15,6/17/2004 0:00
10273,40,86.15,7/21/2004 0:00
10283,22,88.15,8/20/2004 0:00
10295,34,100.0,9/10/2004 0:00
10306,32,90.15,10/14/2004 0:00
10315,31,86.15,10/29/2004 0:00
10327,43,80.0,11/10/2004 0:00
10337,31,89.38,11/21/2004 0:00
10350,31,77.34,12/2/2004 0:00
10373,34,96.34,1/31/2005 0:00
10386,45,92.08,3/1/2005 0:00
10397,48,100.0,3/28/2005 0:00
10414,28,100.0,5/6/2005 0:00
10105,22,100.0,2/11/2003 0:00
10117,45,83.42,4/16/2003 0:00
10129,30,85.41,6/12/2003 0:00
10142,38,85.41,8/8/2003 0:00
10153,20,100.0,9/28/2003 0:00
10167,28,100.0,10/23/2003 0:00
10177,24,100.0,11/7/2003 0:00
10185,22,79.45,11/14/2003 0:00
10197,35,93.35,11/26/2003 0:00
10208,33,85.41,1/2/2004 0:00
10222,31,95.34,2/19/2004 0:00
10232,35,82.43,3/20/2004 0:00
10248,35,90.37,5/7/2004 0:00
10261,50,81.43,6/17/2004 0:00
10273,26,100.0,7/21/2004 0:00
10283,38,89.38,8/20/2004 0:00
10294,45,100.0,9/10/2004 0:00
10306,30,100.0,10/14/2004 0:00
10315,37,91.37,10/29/2004 0:00
10327,37,86.61,11/10/2004 0:00
10337,36,71.89,11/21/2004 0:00
10350,25,100.0,12/2/2004 0:00
10373,37,100.0,1/31/2005 0:00
10386,30,95.48,3/1/2005 0:00
10397,36,100.0,3/28/2005 0:00
10414,27,90.37,5/6/2005 0:00
10106,48,61.44,2/17/2003 0:00
10119,26,59.22,4/28/2003 0:00
10131,26,85.13,6/16/2003 0:00
10143,34,85.87,8/10/2003 0:00
10155,44,85.87,10/6/2003 0:00
10168,39,82.91,10/28/2003 0:00
10178,45,76.25,11/8/2003 0:00
10198,40,63.67,11/27/2003 0:00
10210,42,70.33,1/12/2004 0:00
10222,43,74.03,2/19/2004 0:00
10235,34,72.55,4/2/2004 0:00
10250,38,62.19,5/11/2004 0:00
10262,35,71.07,6/24/2004 0:00
10275,31,72.55,7/23/2004 0:00
10284,32,64.41,8/21/2004 0:00
10296,47,86.62,9/15/2004 0:00
10308,39,68.11,10/15/2004 0:00
10316,44,62.19,11/1/2004 0:00
10328,39,85.87,11/12/2004 0:00
10339,50,57.86,11/23/2004 0:00
10352,22,75.51,12/3/2004 0:00
10361,35,100.0,12/17/2004 0:00
10373,45,55.62,1/31/2005 0:00
10386,44,86.4,3/1/2005 0:00
10398,36,87.36,3/30/2005 0:00
10401,28,72.55,4/3/2005 0:00
10416,43,62.19,5/10/2005 0:00
10106,48,52.64,2/17/2003 0:00
10119,28,48.17,4/28/2003 0:00
10131,21,41.71,6/16/2003 0:00
10143,37,50.65,8/10/2003 0:00
10155,34,49.16,10/6/2003 0:00
10167,40,41.71,10/23/2003 0:00
10178,45,51.15,11/8/2003 0:00
10186,28,52.14,11/14/2003 0:00
10197,29,41.71,11/26/2003 0:00
10209,48,44.69,1/9/2004 0:00
10222,31,45.69,2/19/2004 0:00
10249,32,57.61,5/8/2004 0:00
10262,21,57.11,6/24/2004 0:00
10274,32,58.6,7/21/2004 0:00
10283,43,57.61,8/20/2004 0:00
10296,21,45.19,9/15/2004 0:00
10307,34,53.63,10/14/2004 0:00
10316,34,43.7,11/1/2004 0:00
10329,44,86.13,11/15/2004 0:00
10339,27,76.31,11/23/2004 0:00
